-3.835798427462577820e-02,6.449761241674423218e-02,7.378216832876205444e-02,-3.054189309477806091e-02,-5.979187786579132080e-03,-6.173345074057579041e-02,6.475717574357986450e-02,-2.176032215356826782e-02,3.483667969703674316e-03,5.569521337747573853e-02
-8.628146350383758545e-02,3.857777267694473267e-02,-7.428144663572311401e-02,7.739158719778060913e-02,-7.546322047710418701e-02,-6.475599855184555054e-02,7.695954293012619019e-02,-2.797825261950492859e-02,2.295374870300292969e-04,-7.716484367847442627e-03
7.058585435152053833e-02,5.793990939855575562e-02,4.954046756029129028e-02,-2.305305749177932739e-02,8.324412256479263306e-02,4.831843823194503784e-02,5.891988426446914673e-02,2.789600938558578491e-02,-2.477294579148292542e-02,-1.069068163633346558e-02
1.533667743206024170e-02,5.810975283384323120e-02,7.145241647958755493e-02,3.861465305089950562e-02,-5.634703487157821655e-02,-1.762237399816513062e-02,-2.336303144693374634e-02,7.847346365451812744e-03,1.404295116662979126e-02,-3.966481238603591919e-02
1.117731630802154541e-02,-3.127514198422431946e-02,-2.487251162528991699e-02,-4.107400774955749512e-03,4.811715334653854370e-02,4.424981027841567993e-02,-8.572429418563842773e-03,-2.770131826400756836e-02,7.312358170747756958e-02,-4.784084483981132507e-02
3.203054517507553101e-02,-7.769771665334701538e-02,7.121264934539794922e-03,-6.887111067771911621e-02,3.823479264974594116e-02,4.131838679313659668e-03,-2.808041870594024658e-03,-3.721439465880393982e-02,-3.493724018335342407e-02,-3.002130985260009766e-02
6.396266072988510132e-02,5.244672298431396484e-03,-5.735190957784652710e-02,-5.304767563939094543e-02,4.636197537183761597e-02,4.606805741786956787e-03,-2.660798281431198120e-02,-4.066979140043258667e-02,1.331859081983566284e-02,-5.495718121528625488e-02
8.161038905382156372e-02,7.541627436876296997e-02,-4.504880681633949280e-02,7.884409278631210327e-02,1.500954478979110718e-02,7.525565475225448608e-02,7.973832637071609497e-02,-8.683230727910995483e-02,-2.859989181160926819e-02,8.428343385457992554e-02
8.472997695207595825e-02,6.726083904504776001e-02,3.601311892271041870e-02,-5.966133624315261841e-02,-6.355193257331848145e-02,1.443928480148315430e-02,8.605263382196426392e-02,-7.484972476959228516e-02,5.435792356729507446e-02,2.500501275062561035e-02
1.820239424705505371e-02,8.922003209590911865e-03,-2.790956571698188782e-02,-8.274226635694503784e-02,-2.321152389049530029e-02,-8.627986907958984375e-02,2.536669373512268066e-02,8.684004098176956177e-02,4.187688976526260376e-02,-7.274866104125976562e-03
7.733837515115737915e-02,-5.647950991988182068e-02,8.005136996507644653e-02,-4.988212138414382935e-02,5.402525514364242554e-02,-5.229631438851356506e-02,4.844517260789871216e-02,-9.214356541633605957e-04,-2.119810134172439575e-02,-5.043389648199081421e-02
4.468619078397750854e-02,8.286476135253906250e-03,-7.387608289718627930e-03,-4.390966892242431641e-02,-5.661762505769729614e-02,2.892855554819107056e-02,-5.943486839532852173e-02,-3.494467958807945251e-02,1.152361929416656494e-02,-7.640632987022399902e-02
1.676977053284645081e-02,-1.848567835986614227e-02,-5.011250264942646027e-03,-7.199410349130630493e-02,-1.429112106561660767e-01,-4.281374812126159668e-02,-8.266977965831756592e-04,-4.336976259946823120e-02,-2.097913622856140137e-02,3.464354947209358215e-02
6.889446172863245010e-03,-3.276222944259643555e-02,-8.439716696739196777e-02,-1.557650715112686157e-01,-1.630891114473342896e-01,-3.668288886547088623e-02,-3.313146159052848816e-02,-5.304664000868797302e-02,-5.964963510632514954e-02,-1.833391003310680389e-02
-7.536728680133819580e-02,-5.243755131959915161e-02,1.849972009658813477e-01,4.652599338442087173e-03,2.065185643732547760e-02,-4.432292282581329346e-02,-1.854085177183151245e-01,2.030432596802711487e-02,6.866838037967681885e-02,-5.105817317962646484e-02
-2.686674706637859344e-02,2.354358322918415070e-02,3.277123719453811646e-02,7.119666039943695068e-02,-4.407186806201934814e-02,-6.282193213701248169e-02,-1.737053096294403076e-01,6.180112063884735107e-02,2.244844473898410797e-02,-8.203807473182678223e-02
-6.715294718742370605e-02,-3.201574087142944336e-03,2.348953485488891602e-02,-2.564364671707153320e-02,1.004382967948913574e-03,-5.362154543399810791e-02,-4.347489029169082642e-02,2.654280513525009155e-02,5.249791592359542847e-02,-2.571272477507591248e-02
-5.370020866394042969e-03,-7.240883260965347290e-02,-1.621674746274948120e-02,-4.182598739862442017e-02,-8.133967220783233643e-02,8.111059665679931641e-03,-8.251979947090148926e-02,-3.721449524164199829e-02,5.523271113634109497e-02,-4.171817377209663391e-02
2.959639579057693481e-02,-1.407426595687866211e-02,-3.545977175235748291e-02,5.010921508073806763e-02,2.361845225095748901e-02,6.478700786828994751e-02,5.113505572080612183e-02,3.469783812761306763e-02,-7.375284284353256226e-02,-3.665380924940109253e-02
7.929020375013351440e-02,-4.146729037165641785e-02,3.524152934551239014e-02,8.100400120019912720e-02,-6.655089557170867920e-03,2.167855948209762573e-02,2.050972729921340942e-02,4.630286246538162231e-02,-4.423400387167930603e-02,-7.651863992214202881e-02
3.004402667284011841e-02,6.107873469591140747e-02,4.854291677474975586e-03,4.318464547395706177e-02,1.711652427911758423e-02,5.740442126989364624e-02,-5.861655995249748230e-02,-4.364962503314018250e-02,-8.736260235309600830e-03,7.352378219366073608e-02
2.928837388753890991e-02,1.233883202075958252e-02,-7.395041733980178833e-02,1.517844200134277344e-02,-5.874733626842498779e-02,2.833448350429534912e-03,-7.784336805343627930e-03,5.286172032356262207e-03,-1.864262670278549194e-02,6.499966233968734741e-02
-1.950040459632873535e-03,-2.070073038339614868e-02,-6.988786160945892334e-02,2.719393372535705566e-02,1.303477585315704346e-02,-8.233948796987533569e-02,8.303099125623703003e-02,5.728691071271896362e-02,-5.427707359194755554e-02,-2.916545048356056213e-02
7.297724485397338867e-03,4.368195682764053345e-02,6.126984208822250366e-02,6.514256447553634644e-02,-5.388001352548599243e-02,-1.428540050983428955e-02,5.017954856157302856e-02,-7.121728360652923584e-02,-3.402695059776306152e-03,2.589032053947448730e-02
-6.986156105995178223e-03,-3.697298094630241394e-02,6.458028405904769897e-02,-1.417774707078933716e-02,2.532102167606353760e-03,4.367911070585250854e-02,4.727452248334884644e-02,6.506445258855819702e-02,6.724252551794052124e-02,1.203849911689758301e-02
3.443799912929534912e-02,7.193081080913543701e-03,6.602717190980911255e-02,2.670525014400482178e-02,-1.731891185045242310e-02,3.382675349712371826e-03,-7.586338371038436890e-02,3.431197255849838257e-02,6.917380541563034058e-02,-2.098461240530014038e-02
5.812741070985794067e-02,6.378716975450515747e-02,-7.090274989604949951e-02,3.739620000123977661e-02,-5.570106208324432373e-03,1.449306309223175049e-02,6.934315711259841919e-02,6.526733189821243286e-02,3.435800224542617798e-02,1.670491695404052734e-02
-7.371319830417633057e-02,-5.342007055878639221e-02,1.878658682107925415e-02,7.678499072790145874e-02,5.783732980489730835e-02,4.297503083944320679e-02,-2.770446613430976868e-02,6.084787100553512573e-02,-7.075678557157516479e-02,3.010039776563644409e-02
1.758497953414916992e-02,3.000657260417938232e-02,3.929658979177474976e-02,3.886371105909347534e-02,-6.686720252037048340e-02,8.097913116216659546e-02,-4.862017929553985596e-03,3.501348942518234253e-02,7.331796735525131226e-02,6.289754062891006470e-02
1.958495378494262695e-02,-2.419737726449966431e-02,-4.498573765158653259e-02,-5.119019374251365662e-02,-8.484035730361938477e-02,2.832586318254470825e-02,7.379881292581558228e-02,4.752952605485916138e-02,-3.180016204714775085e-02,-4.628066718578338623e-02
4.076481610536575317e-02,4.970677942037582397e-02,3.326217830181121826e-02,-1.597836613655090332e-03,-5.301339551806449890e-02,8.816488087177276611e-03,7.906892150640487671e-02,5.524959415197372437e-02,4.333166033029556274e-02,-1.803345978260040283e-02
4.076980799436569214e-02,1.757489144802093506e-02,-3.284391760826110840e-02,-5.981084704399108887e-02,3.433880954980850220e-02,3.531660139560699463e-02,-9.842634201049804688e-03,2.841715514659881592e-02,6.767886132001876831e-02,-7.861685752868652344e-02
-8.409120887517929077e-02,6.030009314417839050e-02,-1.183857172727584839e-01,1.872629858553409576e-02,4.099687933921813965e-02,7.250978052616119385e-02,-3.162159584462642670e-03,2.501509524881839752e-02,-6.797567475587129593e-03,8.280920237302780151e-02
